[ 76,  84,  81,  74,  65,  59,  55,  55,  61,  70,  80,  86,  81,  63,  43,  26,  15,   9,   7,   7,   8,   8,  10,  10,  11,  11,  11,  12,  11,  12;
  74,  85,  84,  78,  66,  58,  56,  58,  60,  72,  81,  85,  82,  67,  44,  25,  12,   8,   7,   7,   8,  10,   9,  11,  11,  10,  11,  11,  11,  12;
  75,  89,  89,  78,  67,  60,  57,  57,  62,  71,  82,  90,  85,  68,  44,  23,  15,   9,   7,   8,   8,  10,  10,  12,  11,  11,  12,  12,  13,  12;
  78,  93,  95,  79,  68,  60,  57,  58,  62,  71,  85,  94,  88,  68,  42,  24,  14,   9,   7,   8,   8,   9,  11,  11,  11,  11,  10,  10,  11,  11;
  80,  96,  99,  82,  69,  61,  58,  59,  62,  73,  87,  95,  89,  68,  42,  25,  13,   8,   7,   7,   8,  10,  10,  10,  11,  10,  10,  11,  11,  11;
  81,  96,  99,  84,  71,  64,  60,  58,  61,  72,  86,  93,  86,  66,  42,  24,  13,   8,   6,   7,   9,  10,  10,  10,  10,  10,  11,  12,  12,  11;
  81,  94,  97,  87,  74,  65,  60,  58,  62,  69,  81,  89,  81,  61,  41,  23,  12,   8,   7,   8,   9,  10,  10,  11,  11,  11,  11,  12,  13,  11;
  80,  93,  96,  88,  74,  64,  60,  62,  64,  71,  79,  83,  78,  61,  39,  21,  11,   8,   7,   8,   9,  11,   9,  10,  10,  11,  11,  11,  11,  11;
  74,  88,  94,  85,  72,  62,  58,  61,  64,  70,  77,  84,  76,  56,  36,  20,  12,   8,   7,   7,   8,  10,  10,  10,  11,  11,  11,  11,   9,  12;
  79,  91,  92,  88,  72,  62,  59,  59,  63,  68,  78,  84,  76,  56,  35,  20,  12,   7,   7,   7,   8,  10,   9,  10,  11,  12,  12,  11,  11,  11;
  76,  88,  94,  86,  72,  62,  58,  58,  61,  66,  79,  85,  75,  54,  34,  19,  10,   7,   7,   7,   8,   9,   9,  10,  11,  12,  12,  11,  11,  11;
  74,  88,  96,  86,  73,  63,  58,  58,  59,  64,  78,  84,  74,  53,  33,  19,   9,   7,   7,   7,   8,   9,   9,  10,  10,  11,  11,  11,  10,  11;
  75,  90,  96,  87,  74,  64,  59,  58,  59,  65,  79,  83,  73,  53,  31,  17,   9,   7,   6,   7,   8,   9,  10,  10,   9,  10,  11,  11,  11,  11;
  73,  90,  95,  87,  74,  63,  57,  56,  59,  67,  80,  83,  74,  53,  30,  16,   9,   7,   7,   7,   8,  10,  10,  11,  10,  10,  11,  10,  11,  11;
  73,  89,  94,  87,  75,  64,  57,  55,  58,  66,  77,  81,  72,  53,  30,  16,  10,   7,   7,   7,   8,   9,  10,  10,  11,  11,  10,  10,  10,  10;
  70,  84,  94,  84,  75,  65,  57,  54,  58,  64,  74,  79,  70,  50,  29,  15,   9,   6,   7,   7,   8,  10,  11,  10,  10,  10,  11,  10,  11,  12;
  69,  84,  90,  83,  74,  64,  57,  56,  57,  62,  74,  79,  69,  48,  28,  16,   9,   7,   7,   8,   9,  10,  10,  10,  10,  10,  11,  11,  11,  11;
  67,  80,  88,  87,  76,  65,  59,  58,  59,  62,  74,  77,  68,  49,  28,  16,   9,   8,   8,   8,   9,  10,  10,  11,  10,  10,  11,  11,  11,  11;
  67,  79,  87,  88,  77,  66,  59,  58,  59,  62,  72,  75,  67,  49,  27,  15,   9,   8,   8,   8,   9,   9,  10,  11,  10,  10,  11,  11,  11,  12;
  69,  82,  86,  86,  76,  65,  58,  56,  58,  61,  71,  75,  65,  46,  26,  15,   9,   8,   8,   8,   9,   9,  10,  11,  11,  11,  11,  11,  10,  11;
  69,  81,  90,  90,  79,  66,  58,  56,  57,  62,  72,  76,  65,  45,  25,  13,  10,   7,   7,   8,   9,  10,  11,  10,  11,  11,  11,  11,  10,   9;
  69,  80,  89,  91,  81,  69,  61,  57,  57,  62,  71,  75,  65,  45,  24,  12,   9,   7,   7,   7,   8,   9,   9,  10,  11,  11,  11,  11,  10,  11;
  71,  83,  91,  92,  83,  71,  62,  59,  58,  64,  71,  73,  62,  42,  24,  11,   8,   7,   7,   8,  10,  10,  10,  10,  10,  10,  10,  10,  12,  11;
  72,  84,  91,  94,  85,  73,  63,  60,  59,  65,  72,  72,  61,  41,  24,  12,   8,   7,   7,   8,  10,  10,  10,  10,  10,  10,  10,  11,  11,  11;
  71,  81,  90,  93,  85,  73,  63,  59,  58,  65,  70,  69,  59,  41,  23,  12,   8,   7,   7,   8,  10,  10,  10,  11,  11,  11,  11,  11,  10,  12;
  68,  78,  89,  90,  81,  71,  63,  58,  57,  64,  67,  67,  57,  41,  23,  11,   8,   7,   7,   8,   9,  10,  11,  11,  12,  12,  11,  12,  11,  12;
  66,  78,  88,  88,  79,  70,  63,  59,  60,  63,  68,  66,  56,  40,  22,  12,   8,   7,   8,   9,   9,  10,  11,  11,  11,  11,  12,  13,  11,  12;
  64,  78,  87,  85,  80,  71,  63,  60,  57,  58,  64,  62,  53,  39,  20,  10,   7,   7,   8,   9,  11,  10,  11,  10,  10,  10,  11,  12,  12,  11;
  64,  77,  89,  89,  81,  71,  63,  60,  56,  60,  61,  61,  52,  35,  20,  11,   7,   7,   8,   9,  10,  11,  11,  10,  11,  11,  10,  11,  13,  12;
  65,  77,  85,  89,  82,  72,  64,  59,  59,  62,  63,  61,  51,  35,  19,  11,   7,   7,   8,   8,  10,  10,  10,  11,  11,  11,  11,  12,  11,  11]
