[ 28,  29,  28,  28,  29,  29,  30,  29,  26,  28,  30,  30,  32,  41,  58,  91, 118, 123,  99,  74,  65,  60,  64,  82, 103, 112, 104,  85,  70,  59;
  30,  28,  28,  28,  28,  28,  28,  30,  29,  29,  29,  30,  33,  42,  58,  90, 116, 120,  96,  74,  62,  60,  64,  78,  96, 105,  94,  79,  67,  61;
  30,  29,  27,  27,  28,  29,  29,  29,  28,  28,  30,  31,  34,  42,  62,  97, 118, 117,  97,  76,  64,  63,  69,  83,  97, 100,  93,  77,  64,  59;
  28,  30,  28,  27,  27,  28,  29,  28,  28,  28,  30,  31,  34,  41,  65,  99, 119, 118,  94,  75,  66,  64,  72,  88, 102, 106,  96,  80,  66,  59;
  28,  30,  29,  27,  27,  27,  28,  28,  28,  28,  29,  31,  35,  42,  65,  95, 117, 117,  90,  75,  65,  63,  71,  87, 104, 112,  97,  84,  70,  61;
  30,  29,  28,  29,  29,  26,  28,  29,  28,  27,  28,  31,  37,  45,  65,  94, 111, 110,  93,  74,  65,  63,  70,  85, 101, 107,  96,  83,  71,  62;
  28,  28,  29,  29,  28,  30,  27,  29,  31,  29,  29,  32,  35,  47,  67,  98, 114, 113,  95,  72,  63,  63,  73,  88, 102, 104,  96,  79,  67,  63;
  30,  30,  29,  27,  27,  29,  28,  31,  29,  28,  30,  33,  36,  46,  71, 103, 118, 115, 100,  69,  60,  62,  71,  88, 104, 109, 100,  79,  64,  59;
  29,  29,  28,  28,  29,  30,  29,  30,  28,  29,  30,  31,  37,  47,  70, 106, 127, 125, 102,  74,  65,  63,  75,  93, 106, 106, 100,  79,  64,  59;
  28,  28,  28,  29,  30,  29,  29,  29,  29,  29,  30,  32,  37,  48,  73, 109, 128, 125, 103,  79,  65,  64,  78,  94, 104, 106,  96,  76,  66,  60;
  28,  29,  29,  30,  30,  29,  28,  27,  29,  29,  30,  32,  36,  49,  75, 109, 125, 120, 102,  81,  65,  65,  77,  94, 106, 110,  93,  74,  66,  61;
  28,  29,  30,  30,  29,  29,  27,  28,  29,  29,  30,  32,  36,  51,  73, 105, 121, 116,  96,  78,  66,  65,  75,  95, 112, 113,  95,  74,  64,  62;
  30,  28,  29,  30,  29,  28,  29,  31,  30,  29,  30,  33,  38,  51,  70,  98, 115, 111,  86,  70,  64,  66,  77,  93, 108, 115,  97,  76,  63,  60;
  31,  29,  30,  30,  29,  28,  29,  30,  30,  30,  29,  30,  38,  51,  68,  99, 113, 106,  87,  72,  64,  66,  76,  94, 111, 112,  89,  75,  62,  59;
  29,  28,  30,  29,  28,  29,  29,  28,  28,  29,  30,  33,  39,  50,  73, 101, 116, 112,  88,  70,  62,  64,  75,  97, 114, 110,  91,  75,  63,  60;
  29,  29,  29,  28,  27,  28,  27,  28,  28,  28,  30,  33,  39,  53,  75, 108, 124, 116,  88,  69,  64,  65,  76,  96, 111, 108,  93,  75,  62,  60;
  29,  28,  29,  29,  28,  28,  27,  28,  28,  28,  30,  34,  40,  55,  78, 108, 122, 114,  88,  71,  65,  65,  77,  96, 109, 106,  91,  74,  62,  58;
  28,  28,  29,  29,  29,  29,  28,  29,  28,  29,  32,  35,  41,  54,  80, 105, 116, 110,  89,  73,  64,  65,  78,  96, 109, 105,  88,  71,  61,  58;
  29,  29,  28,  28,  28,  28,  29,  31,  29,  31,  32,  33,  41,  55,  80, 107, 118, 111,  90,  73,  65,  66,  78,  93, 105, 107,  89,  68,  60,  61;
  30,  31,  30,  28,  28,  28,  28,  29,  30,  31,  31,  33,  41,  55,  75, 106, 119, 111,  89,  73,  66,  65,  77,  97, 111, 107,  90,  71,  63,  62;
  29,  30,  29,  29,  30,  29,  30,  28,  29,  31,  31,  33,  42,  59,  84, 109, 119, 111,  89,  74,  65,  65,  82, 100, 108, 101,  91,  72,  65,  64;
  30,  29,  27,  28,  30,  29,  30,  29,  29,  31,  32,  34,  43,  60,  80, 106, 116, 105,  81,  70,  62,  67,  82,  99, 105,  95,  93,  77,  66,  64;
  30,  29,  29,  29,  29,  28,  30,  30,  30,  29,  30,  35,  42,  57,  80, 107, 117, 104,  77,  68,  63,  67,  84,  99, 106, 102,  94,  78,  66,  62;
  29,  29,  30,  29,  28,  29,  29,  30,  30,  29,  30,  35,  44,  56,  83, 108, 117, 105,  80,  67,  63,  68,  84, 100, 108, 105,  90,  75,  64,  61;
  28,  28,  29,  28,  29,  31,  27,  29,  29,  30,  32,  36,  45,  60,  84, 109, 116, 104,  82,  65,  61,  68,  81,  99, 110, 101,  86,  72,  61,  61;
  27,  29,  29,  29,  28,  29,  30,  28,  28,  29,  30,  34,  44,  63,  89, 112, 117, 102,  74,  64,  60,  64,  81, 100, 109, 102,  86,  72,  59,  59;
  30,  28,  28,  29,  29,  30,  29,  30,  29,  29,  31,  35,  46,  63,  89, 108, 113, 103,  80,  68,  64,  67,  83, 102, 111, 103,  85,  68,  58,  60;
  29,  26,  27,  29,  29,  28,  29,  29,  30,  30,  30,  35,  47,  61,  88, 107, 111,  98,  77,  69,  69,  70,  84,  99, 106, 102,  82,  71,  63,  62;
  27,  28,  28,  28,  28,  28,  29,  28,  28,  29,  31,  36,  46,  63,  86, 107, 110,  96,  77,  71,  70,  69,  84, 102, 109, 101,  85,  71,  63,  61;
  28,  29,  30,  29,  28,  29,  30,  28,  27,  27,  30,  36,  46,  64,  87, 110, 114,  99,  78,  69,  68,  70,  84, 103, 113, 104,  87,  71,  63,  63]
