[ 25,  25,  25,  25,  25,  25,  25,  26,  27,  30,  36,  43,  51,  57,  61,  63,  66,  69,  73,  78,  81,  82,  79,  74,  71,  72,  73,  75,  77,  78;
  25,  25,  25,  25,  25,  25,  25,  26,  27,  30,  36,  44,  51,  57,  61,  64,  66,  69,  73,  78,  81,  82,  78,  74,  71,  72,  73,  76,  77,  78;
  25,  25,  25,  25,  25,  25,  25,  26,  27,  30,  36,  44,  51,  57,  61,  64,  66,  69,  73,  78,  82,  82,  79,  74,  71,  72,  74,  76,  78,  78;
  25,  25,  25,  25,  25,  25,  25,  26,  27,  30,  36,  44,  52,  58,  61,  64,  67,  70,  74,  79,  82,  82,  79,  75,  72,  72,  74,  76,  78,  78;
  25,  25,  25,  25,  25,  25,  25,  26,  27,  31,  37,  45,  52,  58,  62,  65,  67,  70,  75,  79,  83,  83,  79,  75,  72,  72,  74,  76,  78,  78;
  25,  25,  25,  25,  25,  25,  25,  26,  27,  31,  37,  45,  53,  58,  62,  65,  68,  71,  75,  80,  83,  83,  79,  75,  72,  72,  74,  76,  78,  78;
  25,  25,  25,  25,  25,  25,  26,  26,  28,  31,  37,  45,  53,  59,  63,  65,  68,  71,  76,  80,  83,  83,  79,  75,  72,  73,  74,  76,  78,  77;
  25,  25,  25,  25,  25,  25,  26,  26,  28,  31,  38,  45,  53,  59,  63,  66,  68,  72,  76,  80,  84,  83,  80,  75,  72,  73,  75,  77,  78,  78;
  25,  25,  25,  25,  25,  25,  26,  26,  28,  31,  38,  46,  53,  59,  63,  65,  68,  72,  76,  81,  84,  83,  80,  76,  73,  73,  75,  77,  79,  78;
  25,  25,  25,  25,  25,  26,  26,  26,  28,  32,  38,  46,  53,  59,  63,  65,  68,  72,  76,  81,  84,  83,  80,  76,  73,  73,  75,  77,  79,  78;
  25,  25,  25,  25,  25,  26,  26,  26,  28,  32,  38,  46,  54,  59,  63,  66,  68,  72,  76,  81,  84,  83,  80,  76,  73,  73,  75,  77,  79,  78;
  25,  25,  25,  25,  25,  26,  26,  27,  28,  32,  39,  47,  54,  60,  63,  66,  69,  72,  77,  81,  85,  84,  80,  76,  73,  73,  75,  77,  79,  78;
  25,  25,  25,  25,  25,  26,  26,  27,  28,  32,  39,  47,  54,  60,  64,  66,  69,  73,  77,  82,  85,  84,  80,  76,  73,  73,  75,  77,  78,  77;
  25,  25,  25,  25,  25,  26,  26,  27,  29,  33,  39,  47,  55,  60,  64,  67,  69,  73,  77,  82,  85,  84,  80,  75,  73,  73,  75,  77,  78,  77;
  25,  25,  25,  25,  25,  26,  26,  27,  29,  33,  39,  47,  55,  60,  64,  66,  69,  73,  77,  82,  85,  84,  80,  75,  73,  73,  75,  77,  78,  77;
  26,  25,  25,  25,  26,  26,  26,  27,  29,  33,  40,  47,  55,  60,  63,  66,  69,  73,  77,  82,  84,  83,  79,  75,  73,  73,  75,  77,  78,  77;
  26,  25,  25,  25,  26,  26,  26,  27,  29,  33,  40,  48,  55,  60,  63,  66,  69,  72,  77,  81,  84,  83,  79,  75,  73,  73,  75,  77,  78,  77;
  25,  25,  26,  26,  26,  26,  26,  27,  29,  33,  40,  48,  55,  60,  63,  66,  69,  72,  77,  81,  83,  82,  79,  75,  73,  73,  75,  77,  78,  76;
  25,  25,  26,  26,  26,  26,  26,  27,  29,  34,  40,  48,  55,  60,  63,  66,  69,  72,  77,  81,  83,  82,  78,  75,  72,  73,  75,  77,  78,  76;
  25,  25,  25,  25,  26,  26,  26,  27,  30,  34,  41,  48,  55,  60,  64,  66,  69,  73,  77,  81,  83,  82,  78,  74,  72,  73,  75,  77,  78,  76;
  25,  25,  25,  25,  26,  26,  26,  27,  30,  34,  41,  49,  56,  60,  64,  66,  69,  73,  77,  81,  83,  82,  78,  74,  72,  73,  75,  77,  77,  76;
  25,  25,  26,  26,  26,  26,  26,  27,  30,  35,  41,  49,  56,  60,  64,  66,  69,  73,  77,  81,  83,  82,  78,  74,  72,  73,  75,  77,  77,  75;
  25,  25,  26,  26,  26,  26,  26,  28,  30,  35,  42,  49,  56,  60,  63,  66,  69,  73,  77,  81,  83,  81,  77,  74,  72,  73,  75,  77,  77,  75;
  25,  25,  25,  25,  26,  26,  26,  28,  30,  35,  42,  49,  56,  60,  63,  66,  69,  73,  77,  81,  83,  81,  77,  74,  72,  73,  75,  77,  77,  75;
  25,  25,  25,  25,  26,  26,  26,  28,  30,  35,  42,  49,  56,  60,  63,  66,  69,  73,  77,  81,  83,  81,  77,  74,  72,  74,  75,  77,  77,  75;
  25,  25,  25,  25,  26,  26,  26,  28,  30,  35,  42,  50,  56,  60,  63,  66,  69,  73,  77,  81,  83,  81,  77,  74,  72,  74,  75,  77,  77,  75;
  25,  25,  25,  25,  25,  26,  26,  28,  30,  35,  42,  50,  56,  60,  63,  66,  69,  73,  77,  81,  82,  81,  77,  74,  72,  73,  75,  77,  77,  75;
  25,  25,  25,  25,  25,  26,  26,  28,  30,  35,  42,  50,  56,  60,  63,  66,  69,  73,  77,  81,  82,  81,  77,  74,  72,  74,  75,  77,  77,  75;
  25,  25,  25,  25,  25,  26,  26,  28,  30,  35,  42,  50,  56,  60,  63,  66,  69,  73,  77,  81,  82,  80,  77,  74,  72,  73,  75,  77,  77,  74;
  25,  25,  25,  25,  25,  25,  26,  28,  30,  36,  43,  50,  56,  60,  63,  66,  69,  73,  77,  81,  82,  80,  77,  73,  72,  73,  75,  76,  77,  74]
